order_id,order_date,customer_id,region,category,channel,unit_price,quantity,revenue,order_month,order_year,order_quarter
ORD-11342,2024-01-04,CUST-1196,Middle East,Beauty & Personal Care,Marketplace,34.82,1,34.82,2024-01,2024,2024Q1
ORD-11753,2024-01-04,CUST-1376,Africa,Beauty & Personal Care,Online,55.92,2,111.84,2024-01,2024,2024Q1
ORD-10683,2024-01-04,CUST-1261,North America,Electronics,Retail Partner,557.57,1,557.57,2024-01,2024,2024Q1
ORD-11799,2024-01-05,CUST-1421,North America,Home & Kitchen,Online,96.95,2,193.9,2024-01,2024,2024Q1
ORD-11566,2024-01-05,CUST-1253,North America,Home & Kitchen,Online,20.3,1,20.3,2024-01,2024,2024Q1
ORD-11533,2024-01-05,CUST-1139,Africa,Apparel,Marketplace,72.01,1,72.01,2024-01,2024,2024Q1
ORD-10359,2024-01-05,CUST-1499,North America,Electronics,Online,469.69,1,469.69,2024-01,2024,2024Q1
ORD-10571,2024-01-05,CUST-1039,Europe,Apparel,Marketplace,92.17,1,92.17,2024-01,2024,2024Q1
ORD-10196,2024-01-06,CUST-1265,Asia Pacific,Electronics,Retail Partner,686.22,3,2058.66,2024-01,2024,2024Q1
ORD-11775,2024-01-06,CUST-1349,Asia Pacific,Sports & Outdoors,Marketplace,179.36,1,179.36,2024-01,2024,2024Q1
ORD-10145,2024-01-06,CUST-1491,Europe,Electronics,Retail Partner,537.78,1,537.78,2024-01,2024,2024Q1
ORD-10033,2024-01-07,CUST-1057,Asia Pacific,Beauty & Personal Care,Retail Partner,11.31,1,11.31,2024-01,2024,2024Q1
ORD-10331,2024-01-07,CUST-1009,Africa,Apparel,Online,112.13,2,224.26,2024-01,2024,2024Q1
ORD-10896,2024-01-08,CUST-1174,Europe,Home & Kitchen,Marketplace,71.0,1,71.0,2024-01,2024,2024Q1
ORD-11620,2024-01-09,CUST-1102,Asia Pacific,Home & Kitchen,Retail Partner,187.94,1,187.94,2024-01,2024,2024Q1
ORD-10747,2024-01-09,CUST-1440,Europe,Apparel,Online,113.92,1,113.92,2024-01,2024,2024Q1
ORD-11107,2024-01-10,CUST-1157,Europe,Sports & Outdoors,Online,134.97,2,269.94,2024-01,2024,2024Q1
ORD-11402,2024-01-10,CUST-1046,Europe,Home & Kitchen,Online,26.27,2,52.54,2024-01,2024,2024Q1
ORD-10425,2024-01-10,CUST-1206,Europe,Electronics,Marketplace,1141.41,1,1141.41,2024-01,2024,2024Q1
ORD-11176,2024-01-11,CUST-1135,Asia Pacific,Electronics,Marketplace,1100.12,3,3300.36,2024-01,2024,2024Q1
ORD-11711,2024-01-12,CUST-1426,Europe,Home & Kitchen,Online,121.06,1,121.06,2024-01,2024,2024Q1
ORD-10684,2024-01-12,CUST-1085,North America,Beauty & Personal Care,Marketplace,8.78,2,17.56,2024-01,2024,2024Q1
ORD-10371,2024-01-12,CUST-1063,North America,Apparel,Online,51.99,2,103.98,2024-01,2024,2024Q1
ORD-10808,2024-01-13,CUST-1140,Asia Pacific,Electronics,Marketplace,507.41,2,1014.82,2024-01,2024,2024Q1
ORD-10776,2024-01-14,CUST-1195,Asia Pacific,Apparel,Online,110.85,1,110.85,2024-01,2024,2024Q1
ORD-11674,2024-01-14,CUST-1127,Asia Pacific,Apparel,Online,10.13,2,20.26,2024-01,2024,2024Q1
ORD-11425,2024-01-14,CUST-1356,Asia Pacific,Electronics,Retail Partner,542.78,1,542.78,2024-01,2024,2024Q1
ORD-11808,2024-01-14,CUST-1286,Asia Pacific,Electronics,Online,499.96,1,499.96,2024-01,2024,2024Q1
ORD-11168,2024-01-16,CUST-1166,North America,Electronics,Online,982.61,1,982.61,2024-01,2024,2024Q1
ORD-10246,2024-01-16,CUST-1481,Asia Pacific,Beauty & Personal Care,Retail Partner,37.67,2,75.34,2024-01,2024,2024Q1
ORD-10646,2024-01-16,CUST-1042,North America,Sports & Outdoors,Retail Partner,84.79,1,84.79,2024-01,2024,2024Q1
ORD-11810,2024-01-16,CUST-1060,Middle East,Home & Kitchen,Online,134.03,1,134.03,2024-01,2024,2024Q1
ORD-11075,2024-01-17,CUST-1358,Asia Pacific,Office Supplies,Online,34.07,2,68.14,2024-01,2024,2024Q1
ORD-11530,2024-01-18,CUST-1061,Europe,Home & Kitchen,Online,173.89,2,347.78,2024-01,2024,2024Q1
ORD-11230,2024-01-18,CUST-1332,Europe,Electronics,Marketplace,708.49,1,708.49,2024-01,2024,2024Q1
ORD-10429,2024-01-18,CUST-1201,North America,Apparel,Marketplace,94.49,1,94.49,2024-01,2024,2024Q1
ORD-10844,2024-01-18,CUST-1102,Africa,Electronics,Online,456.68,2,913.36,2024-01,2024,2024Q1
ORD-10803,2024-01-18,CUST-1264,Asia Pacific,Electronics,Online,403.64,1,403.64,2024-01,2024,2024Q1
ORD-10949,2024-01-19,CUST-1394,Asia Pacific,Home & Kitchen,Online,110.29,4,441.16,2024-01,2024,2024Q1
ORD-10820,2024-01-19,CUST-1431,Middle East,Beauty & Personal Care,Retail Partner,71.07,1,71.07,2024-01,2024,2024Q1
ORD-10764,2024-01-20,CUST-1087,Africa,Office Supplies,Online,15.68,1,15.68,2024-01,2024,2024Q1
ORD-10996,2024-01-21,CUST-1089,North America,Electronics,Online,724.89,1,724.89,2024-01,2024,2024Q1
ORD-11203,2024-01-21,CUST-1009,Asia Pacific,Sports & Outdoors,Marketplace,88.52,1,88.52,2024-01,2024,2024Q1
ORD-10493,2024-01-22,CUST-1229,North America,Sports & Outdoors,Online,116.7,1,116.7,2024-01,2024,2024Q1
ORD-10516,2024-01-22,CUST-1137,Middle East,Electronics,Online,565.61,1,565.61,2024-01,2024,2024Q1
ORD-11816,2024-01-22,CUST-1400,North America,Electronics,Online,429.89,1,429.89,2024-01,2024,2024Q1
ORD-10760,2024-01-23,CUST-1252,Africa,Home & Kitchen,Marketplace,26.57,1,26.57,2024-01,2024,2024Q1
ORD-10009,2024-01-23,CUST-1498,Europe,Office Supplies,Online,22.01,1,22.01,2024-01,2024,2024Q1
ORD-10751,2024-01-23,CUST-1089,Africa,Electronics,Retail Partner,1134.45,1,1134.45,2024-01,2024,2024Q1
ORD-10130,2024-01-24,CUST-1450,Africa,Apparel,Online,58.4,1,58.4,2024-01,2024,2024Q1
ORD-10450,2024-01-24,CUST-1278,Europe,Office Supplies,Online,4.64,2,9.28,2024-01,2024,2024Q1
ORD-11072,2024-01-24,CUST-1107,Asia Pacific,Apparel,Retail Partner,88.7,1,88.7,2024-01,2024,2024Q1
ORD-10016,2024-01-24,CUST-1236,Europe,Home & Kitchen,Online,40.35,1,40.35,2024-01,2024,2024Q1
ORD-10528,2024-01-24,CUST-1117,Asia Pacific,Home & Kitchen,Retail Partner,76.16,1,76.16,2024-01,2024,2024Q1
ORD-10129,2024-01-24,CUST-1133,Asia Pacific,Electronics,Online,888.92,2,1777.84,2024-01,2024,2024Q1
ORD-10440,2024-01-25,CUST-1317,North America,Electronics,Retail Partner,801.45,1,801.45,2024-01,2024,2024Q1
ORD-10560,2024-01-25,CUST-1338,Asia Pacific,Electronics,Retail Partner,375.75,3,1127.25,2024-01,2024,2024Q1
ORD-10923,2024-01-26,CUST-1012,Europe,Home & Kitchen,Online,167.65,2,335.3,2024-01,2024,2024Q1
ORD-11022,2024-01-26,CUST-1246,Europe,Electronics,Online,194.61,1,194.61,2024-01,2024,2024Q1
ORD-11583,2024-01-27,CUST-1091,Middle East,Electronics,Online,904.34,1,904.34,2024-01,2024,2024Q1
ORD-10085,2024-01-27,CUST-1055,Africa,Home & Kitchen,Marketplace,218.53,1,218.53,2024-01,2024,2024Q1
ORD-10730,2024-01-27,CUST-1009,North America,Electronics,Retail Partner,713.94,2,1427.88,2024-01,2024,2024Q1
ORD-11589,2024-01-28,CUST-1060,Europe,Home & Kitchen,Retail Partner,197.0,1,197.0,2024-01,2024,2024Q1
ORD-10658,2024-01-29,CUST-1373,North America,Electronics,Online,1015.14,3,3045.42,2024-01,2024,2024Q1
ORD-11038,2024-01-29,CUST-1370,Asia Pacific,Home & Kitchen,Retail Partner,229.17,1,229.17,2024-01,2024,2024Q1
ORD-11162,2024-01-30,CUST-1272,North America,Home & Kitchen,Online,117.47,2,234.94,2024-01,2024,2024Q1
ORD-10372,2024-01-31,CUST-1489,Asia Pacific,Sports & Outdoors,Retail Partner,186.1,2,372.2,2024-01,2024,2024Q1
ORD-10326,2024-01-31,CUST-1347,Africa,Home & Kitchen,Retail Partner,199.63,1,199.63,2024-01,2024,2024Q1
ORD-11149,2024-02-01,CUST-1275,Europe,Sports & Outdoors,Marketplace,21.02,1,21.02,2024-02,2024,2024Q1
ORD-11154,2024-02-02,CUST-1328,Africa,Electronics,Online,807.05,1,807.05,2024-02,2024,2024Q1
ORD-10737,2024-02-02,CUST-1294,Europe,Beauty & Personal Care,Online,34.49,1,34.49,2024-02,2024,2024Q1
ORD-11712,2024-02-02,CUST-1453,Middle East,Electronics,Marketplace,617.87,1,617.87,2024-02,2024,2024Q1
ORD-10120,2024-02-03,CUST-1215,Asia Pacific,Electronics,Online,910.06,1,910.06,2024-02,2024,2024Q1
ORD-11408,2024-02-03,CUST-1250,North America,Sports & Outdoors,Retail Partner,52.2,1,52.2,2024-02,2024,2024Q1
ORD-11636,2024-02-04,CUST-1299,Europe,Home & Kitchen,Online,97.96,1,97.96,2024-02,2024,2024Q1
ORD-10122,2024-02-04,CUST-1385,Africa,Apparel,Online,132.81,1,132.81,2024-02,2024,2024Q1
ORD-10591,2024-02-05,CUST-1191,North America,Apparel,Online,88.88,2,177.76,2024-02,2024,2024Q1
ORD-10495,2024-02-07,CUST-1275,Europe,Electronics,Retail Partner,2380.288,1,2380.29,2024-02,2024,2024Q1
ORD-10706,2024-02-07,CUST-1410,North America,Beauty & Personal Care,Retail Partner,29.85,1,29.85,2024-02,2024,2024Q1
ORD-11215,2024-02-07,CUST-1174,Africa,Electronics,Online,631.92,1,631.92,2024-02,2024,2024Q1
ORD-10770,2024-02-07,CUST-1025,Asia Pacific,Beauty & Personal Care,Online,56.77,3,170.31,2024-02,2024,2024Q1
ORD-11663,2024-02-07,CUST-1093,Middle East,Apparel,Online,94.47,1,94.47,2024-02,2024,2024Q1
ORD-10579,2024-02-07,CUST-1402,Asia Pacific,Sports & Outdoors,Marketplace,170.06,1,170.06,2024-02,2024,2024Q1
ORD-10127,2024-02-08,CUST-1464,North America,Beauty & Personal Care,Online,47.74,2,95.48,2024-02,2024,2024Q1
ORD-10703,2024-02-08,CUST-1326,Africa,Electronics,Online,767.27,2,1534.54,2024-02,2024,2024Q1
ORD-10297,2024-02-09,CUST-1112,Europe,Apparel,Retail Partner,135.32,1,135.32,2024-02,2024,2024Q1
ORD-10782,2024-02-09,CUST-1040,Europe,Apparel,Online,133.19,1,133.19,2024-02,2024,2024Q1
ORD-11681,2024-02-09,CUST-1154,Africa,Home & Kitchen,Retail Partner,68.35,1,68.35,2024-02,2024,2024Q1
ORD-11030,2024-02-11,CUST-1348,Europe,Electronics,Online,1166.53,1,1166.53,2024-02,2024,2024Q1
ORD-10217,2024-02-12,CUST-1354,North America,Apparel,Retail Partner,131.94,2,263.88,2024-02,2024,2024Q1
ORD-10774,2024-02-12,CUST-1157,Africa,Beauty & Personal Care,Retail Partner,23.92,2,47.84,2024-02,2024,2024Q1
ORD-10552,2024-02-12,CUST-1364,Africa,Electronics,Online,821.09,1,821.09,2024-02,2024,2024Q1
ORD-11189,2024-02-13,CUST-1280,Europe,Beauty & Personal Care,Marketplace,51.97,1,51.97,2024-02,2024,2024Q1
ORD-10192,2024-02-15,CUST-1483,Africa,Beauty & Personal Care,Retail Partner,61.45,1,61.45,2024-02,2024,2024Q1
ORD-10691,2024-02-15,CUST-1023,North America,Home & Kitchen,Retail Partner,198.26,1,198.26,2024-02,2024,2024Q1
ORD-11505,2024-02-16,CUST-1012,Europe,Beauty & Personal Care,Online,67.5,1,67.5,2024-02,2024,2024Q1
ORD-11829,2024-02-16,CUST-1164,Asia Pacific,Home & Kitchen,Marketplace,188.11,1,188.11,2024-02,2024,2024Q1
ORD-11777,2024-02-16,CUST-1161,Asia Pacific,Home & Kitchen,Retail Partner,47.71,1,47.71,2024-02,2024,2024Q1
ORD-11609,2024-02-16,CUST-1293,Europe,Apparel,Marketplace,37.38,1,37.38,2024-02,2024,2024Q1
ORD-10890,2024-02-17,CUST-1193,Asia Pacific,Office Supplies,Online,18.66,3,55.98,2024-02,2024,2024Q1
ORD-10851,2024-02-18,CUST-1084,Europe,Electronics,Retail Partner,1162.23,3,3486.69,2024-02,2024,2024Q1
ORD-10303,2024-02-19,CUST-1058,Africa,Home & Kitchen,Online,43.53,1,43.53,2024-02,2024,2024Q1
ORD-10715,2024-02-19,CUST-1487,Europe,Electronics,Retail Partner,1096.98,1,1096.98,2024-02,2024,2024Q1
ORD-11340,2024-02-20,CUST-1195,Middle East,Electronics,Online,869.67,1,869.67,2024-02,2024,2024Q1
ORD-10475,2024-02-20,CUST-1081,Africa,Electronics,Online,1108.43,1,1108.43,2024-02,2024,2024Q1
ORD-11327,2024-02-20,CUST-1489,North America,Home & Kitchen,Retail Partner,22.28,1,22.28,2024-02,2024,2024Q1
ORD-11650,2024-02-21,CUST-1329,North America,Home & Kitchen,Online,146.22,2,292.44,2024-02,2024,2024Q1
ORD-11631,2024-02-21,CUST-1489,North America,Electronics,Online,102.41,1,102.41,2024-02,2024,2024Q1
ORD-10565,2024-02-22,CUST-1262,Europe,Sports & Outdoors,Marketplace,111.08,2,222.16,2024-02,2024,2024Q1
ORD-11833,2024-02-22,CUST-1487,North America,Apparel,Online,29.31,1,29.31,2024-02,2024,2024Q1
ORD-11025,2024-02-23,CUST-1278,Europe,Apparel,Online,18.81,1,18.81,2024-02,2024,2024Q1
ORD-10176,2024-02-23,CUST-1001,Asia Pacific,Home & Kitchen,Online,162.46,2,324.92,2024-02,2024,2024Q1
ORD-10582,2024-02-23,CUST-1434,Asia Pacific,Sports & Outdoors,Retail Partner,79.14,2,158.28,2024-02,2024,2024Q1
ORD-11774,2024-02-24,CUST-1211,North America,Electronics,Marketplace,1029.4,4,4117.6,2024-02,2024,2024Q1
ORD-10903,2024-02-24,CUST-1369,Europe,Home & Kitchen,Online,87.73,3,263.19,2024-02,2024,2024Q1
ORD-10768,2024-02-24,CUST-1097,Middle East,Home & Kitchen,Online,29.67,1,29.67,2024-02,2024,2024Q1
ORD-10794,2024-02-25,CUST-1449,Europe,Office Supplies,Marketplace,12.44,2,24.88,2024-02,2024,2024Q1
ORD-11488,2024-02-26,CUST-1171,North America,Office Supplies,Online,25.06,1,25.06,2024-02,2024,2024Q1
ORD-10881,2024-02-26,CUST-1454,Middle East,Electronics,Online,886.91,1,886.91,2024-02,2024,2024Q1
ORD-11112,2024-02-26,CUST-1096,North America,Electronics,Online,1041.79,1,1041.79,2024-02,2024,2024Q1
ORD-11085,2024-02-26,CUST-1010,North America,Sports & Outdoors,Marketplace,243.74,1,243.74,2024-02,2024,2024Q1
ORD-10727,2024-02-26,CUST-1255,Asia Pacific,Apparel,Online,103.31,1,103.31,2024-02,2024,2024Q1
ORD-10083,2024-02-26,CUST-1170,Middle East,Office Supplies,Retail Partner,55.0,1,55.0,2024-02,2024,2024Q1
ORD-10224,2024-02-26,CUST-1271,Asia Pacific,Home & Kitchen,Online,102.19,4,408.76,2024-02,2024,2024Q1
ORD-10656,2024-02-26,CUST-1470,Europe,Electronics,Online,548.32,2,1096.64,2024-02,2024,2024Q1
ORD-11446,2024-02-27,CUST-1377,North America,Beauty & Personal Care,Online,15.79,1,15.79,2024-02,2024,2024Q1
ORD-10082,2024-02-27,CUST-1451,North America,Electronics,Online,475.75,1,475.75,2024-02,2024,2024Q1
ORD-11835,2024-02-27,CUST-1072,Europe,Beauty & Personal Care,Marketplace,24.03,2,48.06,2024-02,2024,2024Q1
ORD-10779,2024-02-28,CUST-1277,Europe,Sports & Outdoors,Online,289.2,1,289.2,2024-02,2024,2024Q1
ORD-10195,2024-02-28,CUST-1236,Africa,Office Supplies,Retail Partner,28.2,1,28.2,2024-02,2024,2024Q1
ORD-11224,2024-02-28,CUST-1163,Europe,Electronics,Online,607.28,2,1214.56,2024-02,2024,2024Q1
ORD-10506,2024-02-28,CUST-1113,Europe,Office Supplies,Online,53.31,1,53.31,2024-02,2024,2024Q1
ORD-10253,2024-02-29,CUST-1079,North America,Office Supplies,Online,93.64,1,93.64,2024-02,2024,2024Q1
ORD-11003,2024-02-29,CUST-1117,Europe,Electronics,Online,1035.68,2,2071.36,2024-02,2024,2024Q1
ORD-11772,2024-02-29,CUST-1386,North America,Home & Kitchen,Online,240.47,1,240.47,2024-02,2024,2024Q1
ORD-11514,2024-03-01,CUST-1227,Europe,Electronics,Online,1177.5,1,1177.5,2024-03,2024,2024Q1
ORD-11159,2024-03-01,CUST-1480,Asia Pacific,Home & Kitchen,Online,174.17,2,348.34,2024-03,2024,2024Q1
ORD-10615,2024-03-01,CUST-1251,Asia Pacific,Apparel,Retail Partner,42.82,1,42.82,2024-03,2024,2024Q1
ORD-10856,2024-03-02,CUST-1059,Africa,Electronics,Retail Partner,1124.47,1,1124.47,2024-03,2024,2024Q1
ORD-10436,2024-03-02,CUST-1056,Europe,Electronics,Marketplace,430.95,2,861.9,2024-03,2024,2024Q1
ORD-11752,2024-03-02,CUST-1199,Europe,Home & Kitchen,Retail Partner,131.12,1,131.12,2024-03,2024,2024Q1
ORD-11217,2024-03-03,CUST-1116,North America,Sports & Outdoors,Online,275.84,2,551.68,2024-03,2024,2024Q1
ORD-11747,2024-03-03,CUST-1331,Asia Pacific,Electronics,Online,1030.6,1,1030.6,2024-03,2024,2024Q1
ORD-10585,2024-03-04,CUST-1354,Europe,Electronics,Marketplace,995.01,2,1990.02,2024-03,2024,2024Q1
ORD-11434,2024-03-04,CUST-1178,Europe,Home & Kitchen,Retail Partner,73.72,1,73.72,2024-03,2024,2024Q1
ORD-10791,2024-03-05,CUST-1267,North America,Electronics,Online,978.69,1,978.69,2024-03,2024,2024Q1
ORD-10759,2024-03-05,CUST-1224,Europe,Apparel,Retail Partner,105.07,3,315.21,2024-03,2024,2024Q1
ORD-10492,2024-03-06,CUST-1330,Africa,Home & Kitchen,Marketplace,178.23,2,356.46,2024-03,2024,2024Q1
ORD-11356,2024-03-07,CUST-1169,Europe,Office Supplies,Online,30.92,1,30.92,2024-03,2024,2024Q1
ORD-11791,2024-03-08,CUST-1371,Asia Pacific,Sports & Outdoors,Online,24.3,1,24.3,2024-03,2024,2024Q1
ORD-10922,2024-03-08,CUST-1433,Africa,Sports & Outdoors,Online,49.21,1,49.21,2024-03,2024,2024Q1
ORD-11652,2024-03-08,CUST-1367,North America,Apparel,Online,141.39,1,141.39,2024-03,2024,2024Q1
ORD-10049,2024-03-08,CUST-1071,North America,Apparel,Retail Partner,40.21,1,40.21,2024-03,2024,2024Q1
ORD-11746,2024-03-08,CUST-1009,North America,Electronics,Online,478.09,1,478.09,2024-03,2024,2024Q1
ORD-11637,2024-03-09,CUST-1478,Africa,Electronics,Online,966.64,1,966.64,2024-03,2024,2024Q1
ORD-10353,2024-03-09,CUST-1270,North America,Sports & Outdoors,Marketplace,161.46,3,484.38,2024-03,2024,2024Q1
ORD-11576,2024-03-10,CUST-1119,Europe,Sports & Outdoors,Retail Partner,115.68,1,115.68,2024-03,2024,2024Q1
ORD-11515,2024-03-10,CUST-1412,Europe,Electronics,Online,866.42,1,866.42,2024-03,2024,2024Q1
ORD-10229,2024-03-10,CUST-1327,North America,Sports & Outdoors,Online,164.15,1,164.15,2024-03,2024,2024Q1
ORD-11347,2024-03-11,CUST-1476,North America,Electronics,Retail Partner,820.01,3,2460.03,2024-03,2024,2024Q1
ORD-10621,2024-03-11,CUST-1111,North America,Electronics,Online,746.64,1,746.64,2024-03,2024,2024Q1
ORD-11721,2024-03-11,CUST-1261,Europe,Electronics,Online,1057.16,2,2114.32,2024-03,2024,2024Q1
ORD-11309,2024-03-12,CUST-1044,Europe,Home & Kitchen,Online,69.37,1,69.37,2024-03,2024,2024Q1
ORD-11028,2024-03-12,CUST-1079,North America,Electronics,Online,780.94,1,780.94,2024-03,2024,2024Q1
ORD-10376,2024-03-12,CUST-1367,Europe,Home & Kitchen,Online,117.13,2,234.26,2024-03,2024,2024Q1
ORD-10277,2024-03-13,CUST-1160,Asia Pacific,Apparel,Marketplace,129.2,1,129.2,2024-03,2024,2024Q1
ORD-10470,2024-03-13,CUST-1423,Asia Pacific,Electronics,Retail Partner,328.72,1,328.72,2024-03,2024,2024Q1
ORD-10022,2024-03-14,CUST-1299,North America,Home & Kitchen,Marketplace,90.95,1,90.95,2024-03,2024,2024Q1
ORD-10644,2024-03-14,CUST-1490,North America,Home & Kitchen,Online,173.82,1,173.82,2024-03,2024,2024Q1
ORD-11569,2024-03-14,CUST-1437,Europe,Electronics,Retail Partner,376.13,1,376.13,2024-03,2024,2024Q1
ORD-11455,2024-03-14,CUST-1373,North America,Beauty & Personal Care,Online,39.06,1,39.06,2024-03,2024,2024Q1
ORD-10286,2024-03-15,CUST-1413,North America,Beauty & Personal Care,Marketplace,22.94,1,22.94,2024-03,2024,2024Q1
ORD-10538,2024-03-16,CUST-1345,North America,Electronics,Online,760.68,1,760.68,2024-03,2024,2024Q1
ORD-10078,2024-03-16,CUST-1075,North America,Office Supplies,Online,97.08,1,97.08,2024-03,2024,2024Q1
ORD-10424,2024-03-17,CUST-1055,North America,Apparel,Online,67.06,1,67.06,2024-03,2024,2024Q1
ORD-11078,2024-03-18,CUST-1284,Asia Pacific,Beauty & Personal Care,Retail Partner,66.79,1,66.79,2024-03,2024,2024Q1
ORD-10279,2024-03-18,CUST-1047,Asia Pacific,Home & Kitchen,Online,109.7,1,109.7,2024-03,2024,2024Q1
ORD-11339,2024-03-18,CUST-1120,Asia Pacific,Electronics,Online,1037.72,1,1037.72,2024-03,2024,2024Q1
ORD-11375,2024-03-18,CUST-1181,Asia Pacific,Office Supplies,Online,63.41,1,63.41,2024-03,2024,2024Q1
ORD-10958,2024-03-19,CUST-1207,Middle East,Beauty & Personal Care,Online,64.89,1,64.89,2024-03,2024,2024Q1
ORD-10767,2024-03-20,CUST-1310,Unknown,Home & Kitchen,Retail Partner,225.79,2,451.58,2024-03,2024,2024Q1
ORD-10546,2024-03-20,CUST-1255,Asia Pacific,Apparel,Online,120.82,1,120.82,2024-03,2024,2024Q1
ORD-10954,2024-03-21,CUST-1396,North America,Apparel,Online,23.67,1,23.67,2024-03,2024,2024Q1
ORD-11323,2024-03-21,CUST-1401,Europe,Home & Kitchen,Online,165.64,2,331.28,2024-03,2024,2024Q1
ORD-11334,2024-03-21,CUST-1479,Europe,Home & Kitchen,Retail Partner,75.48,1,75.48,2024-03,2024,2024Q1
ORD-11688,2024-03-22,CUST-1160,Africa,Beauty & Personal Care,Marketplace,22.43,1,22.43,2024-03,2024,2024Q1
ORD-10306,2024-03-22,CUST-1124,North America,Home & Kitchen,Marketplace,67.78,1,67.78,2024-03,2024,2024Q1
ORD-11398,2024-03-22,CUST-1244,Europe,Electronics,Retail Partner,180.39,3,541.17,2024-03,2024,2024Q1
ORD-10092,2024-03-22,CUST-1160,Europe,Apparel,Marketplace,66.49,1,66.49,2024-03,2024,2024Q1
ORD-10556,2024-03-23,CUST-1050,Asia Pacific,Beauty & Personal Care,Retail Partner,54.06,2,108.12,2024-03,2024,2024Q1
ORD-11830,2024-03-23,CUST-1174,Africa,Apparel,Marketplace,59.96,1,59.96,2024-03,2024,2024Q1
ORD-10749,2024-03-23,CUST-1080,Africa,Apparel,Online,28.65,1,28.65,2024-03,2024,2024Q1
ORD-11142,2024-03-24,CUST-1361,Asia Pacific,Sports & Outdoors,Online,111.56,1,111.56,2024-03,2024,2024Q1
ORD-11406,2024-03-24,CUST-1323,Europe,Electronics,Retail Partner,543.6,1,543.6,2024-03,2024,2024Q1
ORD-11121,2024-03-24,CUST-1366,Europe,Electronics,Marketplace,984.13,1,984.13,2024-03,2024,2024Q1
ORD-11763,2024-03-24,CUST-1484,North America,Sports & Outdoors,Online,297.42,1,297.42,2024-03,2024,2024Q1
ORD-10198,2024-03-24,CUST-1147,North America,Beauty & Personal Care,Online,43.87,1,43.87,2024-03,2024,2024Q1
ORD-10872,2024-03-24,CUST-1183,Africa,Home & Kitchen,Online,16.73,1,16.73,2024-03,2024,2024Q1
ORD-11234,2024-03-25,CUST-1474,Europe,Electronics,Retail Partner,1167.15,1,1167.15,2024-03,2024,2024Q1
ORD-11368,2024-03-26,CUST-1338,North America,Electronics,Online,932.05,1,932.05,2024-03,2024,2024Q1
ORD-10655,2024-03-26,CUST-1084,Asia Pacific,Electronics,Retail Partner,329.4,1,329.4,2024-03,2024,2024Q1
ORD-11000,2024-03-26,CUST-1071,Africa,Electronics,Marketplace,766.69,1,766.69,2024-03,2024,2024Q1
ORD-10214,2024-03-26,CUST-1432,Europe,Apparel,Online,59.09,1,59.09,2024-03,2024,2024Q1
ORD-10167,2024-03-27,CUST-1245,Asia Pacific,Beauty & Personal Care,Marketplace,54.41,1,54.41,2024-03,2024,2024Q1
ORD-11546,2024-03-28,CUST-1418,North America,Apparel,Online,21.17,1,21.17,2024-03,2024,2024Q1
ORD-11196,2024-03-28,CUST-1411,Middle East,Beauty & Personal Care,Online,42.61,1,42.61,2024-03,2024,2024Q1
ORD-10101,2024-03-28,CUST-1226,North America,Home & Kitchen,Online,177.24,1,177.24,2024-03,2024,2024Q1
ORD-11393,2024-03-28,CUST-1467,North America,Electronics,Marketplace,228.52,1,228.52,2024-03,2024,2024Q1
ORD-11503,2024-03-28,CUST-1472,North America,Apparel,Online,132.02,1,132.02,2024-03,2024,2024Q1
ORD-10452,2024-03-28,CUST-1177,Europe,Home & Kitchen,Online,85.45,1,85.45,2024-03,2024,2024Q1
ORD-10112,2024-03-29,CUST-1456,North America,Apparel,Online,147.53,1,147.53,2024-03,2024,2024Q1
ORD-11646,2024-03-29,CUST-1439,North America,Home & Kitchen,Retail Partner,145.38,1,145.38,2024-03,2024,2024Q1
ORD-10050,2024-03-29,CUST-1038,North America,Apparel,Online,99.24,2,198.48,2024-03,2024,2024Q1
ORD-11167,2024-03-29,CUST-1307,Asia Pacific,Beauty & Personal Care,Online,33.26,1,33.26,2024-03,2024,2024Q1
ORD-10931,2024-03-29,CUST-1317,Europe,Home & Kitchen,Marketplace,165.66,1,165.66,2024-03,2024,2024Q1
ORD-11828,2024-03-30,CUST-1296,Africa,Electronics,Online,1140.15,1,1140.15,2024-03,2024,2024Q1
ORD-11294,2024-03-30,CUST-1047,Africa,Apparel,Online,62.92,1,62.92,2024-03,2024,2024Q1
ORD-10390,2024-03-31,CUST-1365,Asia Pacific,Electronics,Online,477.34,3,1432.02,2024-03,2024,2024Q1
ORD-11490,2024-03-31,CUST-1280,Europe,Home & Kitchen,Marketplace,233.38,1,233.38,2024-03,2024,2024Q1
ORD-11103,2024-03-31,CUST-1280,Europe,Beauty & Personal Care,Online,35.48,1,35.48,2024-03,2024,2024Q1
ORD-11186,2024-04-01,CUST-1201,Asia Pacific,Electronics,Retail Partner,720.53,2,1441.06,2024-04,2024,2024Q2
ORD-11088,2024-04-02,CUST-1377,Europe,Sports & Outdoors,Retail Partner,272.46,2,544.92,2024-04,2024,2024Q2
ORD-10891,2024-04-03,CUST-1293,North America,Electronics,Online,856.06,2,1712.12,2024-04,2024,2024Q2
ORD-11373,2024-04-04,CUST-1147,Africa,Electronics,Retail Partner,838.62,1,838.62,2024-04,2024,2024Q2
ORD-10345,2024-04-05,CUST-1139,Asia Pacific,Apparel,Online,132.9,2,265.8,2024-04,2024,2024Q2
ORD-11348,2024-04-05,CUST-1419,North America,Sports & Outdoors,Marketplace,144.13,1,144.13,2024-04,2024,2024Q2
