order_id,order_date,customer_id,region,category,channel,unit_price,quantity
ORD-11215,02-07-2024,CUST-1174,Africa,Electronics,Online,631.92,1
ORD-10302,17/11/2023,CUST-1039,North America,Electronics,Online,1164.0,1
ORD-10283,2023-04-17,CUST-1180,Middle East,Apparel,Marketplace,70.55,1
ORD-11527,2023-01-30,CUST-1125,Asia Pacific,Home & Kitchen,Marketplace,207.81,2
ORD-10505,2023-08-31,CUST-1164,North America,Home & Kitchen,Retail Partner,38.82,1
ORD-11818,02/06/2023,CUST-1229,Asia Pacific,Electronics,Online,809.48,1
ORD-11621,04/11/2023,CUST-1391,Asia Pacific,Electronics,Online,220.74,1
ORD-11395,2023-06-02,CUST-1254,N. America,HOME & KITCHEN,Online,189.73,1
ORD-11194,2023-12-23,CUST-1187,Africa,ELECTRONICS,Marketplace,593.24,3
ORD-10746,2023-05-26,CUST-1469,Europe,Home & Kitchen,Retail Partner,150.26,1
ORD-10621,03-11-2024,CUST-1111,North America,Electronics,Online,746.64,1
ORD-11635,2024-09-06,CUST-1121,North America,Sports & Outdoors,Online,237.64,3
ORD-10122,04/02/2024,CUST-1385,Africa,Apparel,Online,132.81,1
ORD-10721,2023-07-22,CUST-1033,North America,Office Supplies,Online,82.0,1
ORD-10510,2024-12-14,CUST-1163,North America,Electronics,Retail Partner,778.49,1
ORD-10280,03/03/2023,CUST-1284,Europe,Office Supplies,Retail Partner,82.78,1
ORD-11018,2024-05-30,CUST-1272,North America,Office Supplies,Marketplace,39.5,2
ORD-11313,16/12/2024,CUST-1410,Africa,Electronics,Online,592.1,1
ORD-10876,20/06/2023,CUST-1408,N. America,Apparel,Online,132.88,1
ORD-11816,2024-01-22,CUST-1400,North America,Electronics,Online,429.89,1
ORD-11698,25/05/2024,CUST-1393,N. America,Electronics,Retail Partner,417.37,1
ORD-10518,2023-08-11,CUST-1286,Europe,Apparel,Retail Partner,43.88,2
ORD-10681,2023-01-31,CUST-1460,North America,Apparel,Marketplace,16.3,2
ORD-11425,2024-01-14,CUST-1356,Asia Pacific,Electronics,Retail Partner,542.78,1
ORD-10067,2023-09-08,CUST-1450,Europe,Sports & Outdoors,Online,270.75,1
ORD-11825,02/05/2024,CUST-1384,North America,BEAUTY & PERSONAL CARE,Online,11.06,2
ORD-10568,2024-07-26,CUST-1371,North America,Electronics,Online,225.69,1
ORD-10832,2023-12-10,CUST-1348,Europe,Apparel,Online,135.64,1
ORD-11132,2024-11-13,CUST-1026,Europe,Home & Kitchen,Online,82.11,4
ORD-11354,2024-11-15,CUST-1491,North America,Electronics,Online,1125.65,4
ORD-10920,2024-07-29,CUST-1180,Asia Pacific,Apparel,Retail Partner,74.17,1
ORD-10472,2023-09-25,CUST-1003,North America,Home & Kitchen,Online,231.09,4
ORD-10845,2024-06-27,CUST-1387,Europe,Beauty & Personal Care,Online,11.41,3
ORD-10511,2023-09-04,CUST-1242,North America,Office Supplies,Online,68.57,2
ORD-10961,29/05/2024,CUST-1183,North America,Electronics,Online,1101.67,1
ORD-11389,11/10/2023,CUST-1037,Asia Pacific,Home & Kitchen,Marketplace,129.3,1
ORD-11522,2023-11-06,CUST-1423,Europe,Electronics,Retail Partner,698.49,1
ORD-10318,2023-02-12,CUST-1283,Europe,Electronics,Online,1061.85,4
ORD-11622,2023-07-28,CUST-1324,Europe,Sports & Outdoors,Retail Partner,189.29,1
ORD-10915,2024-09-08,CUST-1211,North America,Beauty & Personal Care,Retail Partner,25.6,1
ORD-10581,2024-12-26,CUST-1236,Europe,Electronics,Online,554.14,3
ORD-10132,2024-07-06,CUST-1383,Europe,apparel,Online,132.1,3
ORD-11627,22/09/2023,CUST-1014,Middle East,Office Supplies,Marketplace,23.81,1
ORD-10742,2023-08-27,CUST-1028,Asia Pacific,SPORTS & OUTDOORS,Marketplace,36.69,1
ORD-10971,2024-10-22,CUST-1236,Africa,Electronics,Online,678.98,4
ORD-11838,28/04/2023,CUST-1197,Asia Pacific,Electronics,Online,82.75,1
ORD-10368,11-14-2023,CUST-1161,North America,Sports & Outdoors,Retail Partner,245.37,1
ORD-11734,2023-07-15,CUST-1007,Middle East,ELECTRONICS,Online,741.46,1
ORD-10125,11/12/2023,CUST-1199,North America,Office Supplies,Retail Partner,,1
ORD-11118,11/04/2024,CUST-1326,Africa,Sports & Outdoors,Online,84.98,2
ORD-10936,09-19-2023,CUST-1299,Asia Pacific,electronics,Retail Partner,295.59,1
ORD-10256,2024-12-03,CUST-1050,N. America,Beauty & Personal Care,Online,44.39,2
ORD-11176,2024-01-11,CUST-1135,Asia Pacific,Electronics,Marketplace,1100.12,3
ORD-11046,2024-07-26,CUST-1371,North America,Home & Kitchen,Marketplace,60.81,2
ORD-10289,2023-01-07,CUST-1179,North America,Sports & Outdoors,Online,74.49,1
ORD-10081,2023-08-31,CUST-1473,North America,Home & Kitchen,Marketplace,224.21,1
ORD-10053,2023-03-02,CUST-1205,North America,ELECTRONICS,Online,880.35,1
ORD-10943,2023-08-12,CUST-1150,Middle East,Apparel,Online,24.79,2
ORD-10557,2024-09-01,CUST-1314,Africa,Electronics,Online,882.36,1
ORD-10040,03-07-2023,CUST-1115,Middle East,Office Supplies,Marketplace,38.91,1
ORD-11064,2024-07-08,CUST-1438,Europe,Apparel,Retail Partner,113.97,1
ORD-10261,2023-08-01,CUST-1283,Africa,Electronics,Retail Partner,585.98,1
ORD-10875,2024-05-04,CUST-1435,Europe,Office Supplies,Retail Partner,11.07,2
ORD-10912,2024-09-06,CUST-1336,North America,Beauty & Personal Care,Online,,1
ORD-10083,26/02/2024,CUST-1170,Middle East,Office Supplies,Retail Partner,55.0,1
ORD-11056,2023-12-28,CUST-1489,North America,electronics,Online,400.63,1
ORD-11661,06-27-2023,CUST-1133,Africa,Electronics,Retail Partner,232.19,1
ORD-11465,2023-07-09,CUST-1207,Asia Pacific,Electronics,Online,882.63,1
ORD-10970,2023-02-25,CUST-1436,Asia Pacific,Home & Kitchen,Retail Partner,186.99,1
ORD-10030,2023-04-19,CUST-1259,Europe,Electronics,Marketplace,1062.62,1
ORD-10513,2024-06-26,CUST-1285,,Office Supplies,Retail Partner,88.65,1
ORD-11228,2023-08-25,CUST-1313,N. America,Sports & Outdoors,Retail Partner,197.32,1
ORD-11583,01-27-2024,CUST-1091,Middle East,Electronics,Online,904.34,1
ORD-10903,2024-02-24,CUST-1369,Europe,Home & Kitchen,Online,87.73,3
ORD-11463,2023-11-09,CUST-1342,APAC,Home & Kitchen,Online,216.6,3
ORD-11619,02/08/2024,CUST-1478,Europe,Apparel,Online,48.06,1
ORD-11504,2023-05-23,CUST-1020,Europe,Home & Kitchen,Retail Partner,41.92,4
ORD-10837,2023-06-04,CUST-1027,Middle East,Beauty & Personal Care,Marketplace,44.57,1
ORD-11402,2024-01-10,CUST-1046,Europe,Home & Kitchen,Online,26.27,2
ORD-11731,2024-11-04,CUST-1444,North America,Office Supplies,Marketplace,89.64,2
ORD-11768,2023-04-12,CUST-1255,Asia Pacific,Sports & Outdoors,Online,,1
ORD-10048,2023-12-14,CUST-1206,North America,Apparel,Online,15.23,2
ORD-11125,2023-09-30,CUST-1028,North America,Apparel,Online,22.1,1
ORD-10467,2024-04-14,CUST-1374,Middle East,Office Supplies,Online,97.8,2
ORD-10153,23/07/2024,CUST-1141,Asia Pacific,electronics,Marketplace,625.92,2
ORD-11794,2023-01-06,CUST-1293,Asia Pacific,Apparel,Retail Partner,59.5,1
ORD-10394,25/07/2023,CUST-1062,Europe,Electronics,Online,705.68,1
ORD-10123,2024-07-05,CUST-1214,Europe,Home & Kitchen,Online,85.82,2
ORD-10355,06/03/2023,CUST-1234,North America,Electronics,Retail Partner,670.69,2
ORD-10134,2023-02-01,CUST-1386,Europe,Beauty & Personal Care,Marketplace,74.42,1
ORD-10268,2024-08-30,CUST-1262,North America,Apparel,Marketplace,101.12,1
ORD-10385,2023-10-13,CUST-1332,Europe,Sports & Outdoors,Online,216.63,4
ORD-10609,12-11-2024,CUST-1191,North America,Electronics,Online,651.85,3
ORD-10220,2023-08-29,CUST-1035,North America,Electronics,Marketplace,325.52,3
ORD-10041,2024-08-25,CUST-1117,Europe,Office Supplies,Marketplace,85.74,1
ORD-10219,2024-05-14,CUST-1367,Europe,APPAREL,Online,112.42,1
ORD-10597,22/04/2023,CUST-1331,Europe,Sports & Outdoors,Online,111.91,1
ORD-10921,2024-11-21,CUST-1213,Africa,Electronics,Online,407.77,1
ORD-11180,2023-11-04,CUST-1328,Europe,beauty & personal care,Online,41.31,3
ORD-10680,2023-10-03,CUST-1399,Africa,Electronics,Retail Partner,916.73,1
ORD-11022,01-26-2024,CUST-1246,Europe,Electronics,Online,194.61,1
ORD-11797,2024-08-09,CUST-1341,Asia Pacific,Beauty & Personal Care,Retail Partner,11.38,1
ORD-11128,2023-07-23,CUST-1017,Asia Pacific,Home & Kitchen,Online,219.46,1
ORD-10541,2023-03-22,CUST-1203,Europe,Home & Kitchen,Marketplace,163.38,1
ORD-10954,03-21-2024,CUST-1396,North America,Apparel,Online,23.67,1
ORD-10748,09/11/2024,CUST-1482,Asia Pacific,Apparel,Online,107.29,1
ORD-11405,2023-04-20,CUST-1199,North America,Apparel,Online,130.74,3
ORD-11775,01-06-2024,CUST-1349,Asia Pacific,Sports & Outdoors,Marketplace,179.36,1
ORD-11369,20/12/2023,CUST-1431,Europe,Apparel,Retail Partner,53.87,3
ORD-11586,2023-10-28,CUST-1103,Europe,Beauty & Personal Care,Online,34.66,1
ORD-11223,2023-11-22,CUST-1094,Africa,APPAREL,Marketplace,65.48,1
ORD-11078,03-18-2024,CUST-1284,Asia Pacific,Beauty & Personal Care,Retail Partner,66.79,1
ORD-11490,31/03/2024,CUST-1280,Europe,Home & Kitchen,Marketplace,233.38,1
ORD-11497,07-29-2024,CUST-1105,Africa,Apparel,Online,107.51,1
ORD-11686,2023-10-15,CUST-1255,North America,Apparel,Online,115.6,1
ORD-11484,11-29-2024,CUST-1496,Africa,Apparel,Retail Partner,98.02,1
ORD-11719,2024-06-19,CUST-1127,Africa,Apparel,Online,41.29,2
ORD-11805,05-28-2023,CUST-1083,North America,Electronics,Online,366.08,1
ORD-11139,05-09-2023,CUST-1054,Asia Pacific,Electronics,Online,773.42,1
ORD-11636,04/02/2024,CUST-1299,Europe,Home & Kitchen,Online,97.96,1
ORD-10336,2024-12-10,CUST-1425,Europe,Sports & Outdoors,Online,205.86,3
ORD-10232,2023-02-20,CUST-1381,North America,Apparel,Online,126.04,1
ORD-11485,2024-10-22,CUST-1227,,beauty & personal care,Marketplace,21.17,1
ORD-11344,2023-05-28,CUST-1008,Middle East,Electronics,Online,453.37,1
ORD-10158,07-17-2024,CUST-1217,Asia Pacific,Apparel,Retail Partner,103.11,1
ORD-10468,2023-12-12,CUST-1007,Europe,Beauty & Personal Care,Online,53.05,1
ORD-10856,2024-03-02,CUST-1059,Africa,Electronics,Retail Partner,1124.47,1
ORD-11674,01-14-2024,CUST-1127,APAC,Apparel,Online,10.13,2
ORD-10957,08-22-2023,CUST-1294,Asia Pacific,Office Supplies,Online,70.1,1
ORD-11275,09/10/2024,CUST-1373,,Electronics,Online,989.8,2
ORD-10585,03-04-2024,CUST-1354,Europe,Electronics,Marketplace,995.01,2
ORD-10205,2023-05-20,CUST-1260,Asia Pacific,Electronics,Online,114.87,1
ORD-10003,2023-08-27,CUST-1111,Europe,HOME & KITCHEN,Retail Partner,47.78,1
ORD-11469,2024-12-02,CUST-1106,Africa,Beauty & Personal Care,Retail Partner,31.79,3
ORD-10806,07-25-2023,CUST-1426,Europe,Home & Kitchen,Online,79.39,3
ORD-11649,2024-10-08,CUST-1224,Africa,Electronics,Retail Partner,841.4,2
ORD-11742,2024-12-31,CUST-1433,Asia Pacific,Sports & Outdoors,Marketplace,148.56,1
ORD-11806,2024-12-22,CUST-1495,Europe,Sports & Outdoors,Retail Partner,153.07,2
ORD-10693,2023-10-26,CUST-1102,Middle East,Apparel,Online,,1
ORD-11581,2023-05-18,CUST-1321,North America,electronics,Online,486.92,1
ORD-11562,2024-12-25,CUST-1435,North America,Sports & Outdoors,Online,89.07,1
ORD-10714,24/09/2023,CUST-1153,Europe,Apparel,Marketplace,90.78,1
ORD-10838,2024-08-06,CUST-1209,Africa,Electronics,Online,676.37,1
ORD-11070,2024-04-13,CUST-1089,Middle East,Home & Kitchen,Online,76.63,1
ORD-10891,04-03-2024,CUST-1293,North America,Electronics,Online,856.06,2
ORD-10895,31/07/2023,CUST-1287,Europe,Home & Kitchen,Online,198.72,1
ORD-10976,2023-11-20,CUST-1186,North America,Electronics,Online,736.99,1
ORD-11049,2024-07-26,CUST-1054,Asia Pacific,sports & outdoors,Online,43.31,2
ORD-11137,2024-10-02,CUST-1496,Middle East,office supplies,Online,81.68,1
ORD-11714,2023-07-10,CUST-1314,N. America,Electronics,Online,190.5,1
ORD-10157,11-10-2024,CUST-1156,Africa,Sports & Outdoors,Online,23.08,1
ORD-10967,07-14-2024,CUST-1275,North America,Sports & Outdoors,Online,44.75,1
ORD-10523,2024-01-03,CUST-1332,Europe,Electronics,Online,1111.26,1
ORD-10462,2023-06-30,CUST-1451,Asia Pacific,HOME & KITCHEN,Online,116.71,1
ORD-10652,2023-04-02,CUST-1196,North America,Office Supplies,Marketplace,41.33,2
ORD-10160,2024-07-02,CUST-1061,North America,Apparel,Online,64.5,1
ORD-10305,2024-12-07,CUST-1425,Middle East,Apparel,Retail Partner,114.73,2
ORD-10656,26/02/2024,CUST-1470,Europe,Electronics,Online,548.32,2
ORD-10547,08/04/2023,CUST-1498,Asia Pacific,Sports & Outdoors,Online,41.2,1
ORD-10713,2023-09-12,CUST-1364,N. America,Home & Kitchen,Online,187.58,1
ORD-10395,2023-01-27,CUST-1252,Africa,Sports & Outdoors,Retail Partner,140.38,1
ORD-10783,2024-08-07,CUST-1257,North America,Office Supplies,Online,10.12,1
ORD-10399,2024-04-22,CUST-1230,Asia Pacific,Home & Kitchen,Online,20.98,1
ORD-10798,2023-10-03,CUST-1243,Europe,HOME & KITCHEN,Online,239.05,1
ORD-10618,2024-05-22,CUST-1289,North America,Office Supplies,Online,72.46,2
ORD-11455,03-14-2024,CUST-1373,North America,Beauty & Personal Care,Online,39.06,1
ORD-11075,2024-01-17,CUST-1358,Asia Pacific,Office Supplies,Online,34.07,2
ORD-11587,2024-07-09,CUST-1133,Asia Pacific,Beauty & Personal Care,Online,39.55,2
ORD-10736,02-27-2023,CUST-1417,Europe,Electronics,Online,278.33,1
ORD-11371,2024-06-29,CUST-1385,Europe,Electronics,Retail Partner,668.16,1
ORD-11584,2024-09-28,CUST-1155,Europe,Home & Kitchen,Online,158.11,1
ORD-10869,2023-02-10,CUST-1447,Europe,Apparel,Online,113.93,1
ORD-10459,2024-10-28,CUST-1244,Asia Pacific,Home & Kitchen,Online,224.18,2
ORD-10062,2023-11-20,CUST-1267,North America,Beauty & Personal Care,Online,28.92,2
ORD-11002,2024-09-08,CUST-1185,Middle East,Apparel,Online,115.49,1
ORD-10858,07/10/2024,CUST-1351,Africa,electronics,Online,306.01,2
ORD-10457,2024-04-28,CUST-1169,,Electronics,Retail Partner,955.08,1
ORD-10840,2023-11-17,CUST-1090,Asia Pacific,apparel,Online,103.34,1
ORD-10478,2023-06-06,CUST-1244,North America,Home & Kitchen,Marketplace,237.42,2
ORD-10977,2024-10-18,CUST-1364,North America,Home & Kitchen,Retail Partner,119.03,2
ORD-11403,2024-04-15,CUST-1041,Asia Pacific,Electronics,Retail Partner,364.08,1
ORD-10790,2023-01-13,CUST-1234,Africa,Electronics,Online,1193.65,1
ORD-10617,2023-10-09,CUST-1016,North America,Sports & Outdoors,Marketplace,267.76,2
ORD-11753,2024-01-04,CUST-1376,Africa,Beauty & Personal Care,Online,55.92,2
ORD-11267,2024-08-15,CUST-1383,Europe,SPORTS & OUTDOORS,Online,207.67,1
ORD-11343,2024-11-17,CUST-1446,Europe,apparel,Retail Partner,46.0,4
ORD-11082,2023-11-04,CUST-1249,Europe,Electronics,Marketplace,226.31,2
ORD-11535,2023-07-18,CUST-1263,APAC,Office Supplies,Online,42.03,1
ORD-10347,2023-02-24,CUST-1212,Europe,Sports & Outdoors,Online,159.39,1
ORD-10899,16/08/2023,CUST-1337,Africa,home & kitchen,Online,122.61,1
ORD-11134,2023-01-10,CUST-1124,Europe,Sports & Outdoors,Retail Partner,139.37,1
ORD-11205,2024-04-21,CUST-1027,North America,HOME & KITCHEN,Online,142.81,1
ORD-10760,23/01/2024,CUST-1252,Africa,Home & Kitchen,Marketplace,26.57,1
ORD-10446,10/12/2024,CUST-1411,Europe,Electronics,Online,657.77,3
ORD-10650,2023-12-18,CUST-1356,Europe,Home & Kitchen,Marketplace,74.02,2
ORD-11171,2024-04-08,CUST-1492,North America,Office Supplies,Online,17.77,1
ORD-11697,04/07/2023,CUST-1292,Europe,Home & Kitchen,Retail Partner,131.28,2
ORD-10379,2024-10-14,CUST-1343,Middle East,Apparel,Retail Partner,80.88,1
ORD-10564,2023-05-16,CUST-1052,North America,Sports & Outdoors,Online,176.05,1
ORD-11644,2023-09-17,CUST-1122,Africa,Electronics,Online,301.18,2
ORD-10993,31/07/2023,CUST-1342,Asia Pacific,Sports & Outdoors,Online,285.2,1
ORD-11809,2023-05-04,CUST-1056,North America,Apparel,Retail Partner,28.82,2
ORD-11493,2023-06-14,CUST-1316,,Sports & Outdoors,Online,165.46,1
ORD-10231,2024-12-17,CUST-1151,Asia Pacific,Electronics,Marketplace,588.24,3
ORD-11812,2024-08-26,CUST-1401,Europe,Home & Kitchen,Marketplace,86.47,1
ORD-10382,2024-10-22,CUST-1398,North America,Apparel,Online,11.07,1
ORD-11563,2023-07-05,CUST-1054,Asia Pacific,Home & Kitchen,Online,85.65,1
ORD-11149,2024-02-01,CUST-1275,Europe,Sports & Outdoors,Marketplace,21.02,1
ORD-10072,09/06/2023,CUST-1283,Africa,Electronics,Online,865.09,1
ORD-10070,2024-07-21,CUST-1418,Asia Pacific,Sports & Outdoors,Online,158.44,1
ORD-11391,2023-07-25,CUST-1251,Asia Pacific,Electronics,Online,804.22,2
ORD-11050,2023-04-30,CUST-1484,Asia Pacific,Home & Kitchen,Online,197.81,1
ORD-10171,2023-05-02,CUST-1127,Asia Pacific,Sports & Outdoors,Online,252.1,1
ORD-10935,11/02/2023,CUST-1193,North America,Beauty & Personal Care,Marketplace,23.35,1
ORD-10168,2024-05-04,CUST-1441,North America,Apparel,Online,148.27,3
ORD-10493,01-22-2024,CUST-1229,North America,Sports & Outdoors,Online,116.7,1
ORD-11673,2023-09-26,CUST-1148,Europe,Electronics,Marketplace,237.66,1
ORD-11545,2023-01-18,CUST-1067,North America,Apparel,Retail Partner,63.35,2
ORD-10887,2024-04-25,CUST-1258,Europe,Office Supplies,Online,59.12,1
ORD-10272,2024-09-14,CUST-1164,Africa,Sports & Outdoors,Marketplace,85.7,1
ORD-11227,2024-09-18,CUST-1390,Europe,Sports & Outdoors,Online,124.5,1
ORD-10420,2023-11-17,CUST-1369,Africa,Electronics,Online,481.76,3
ORD-10094,2024-07-05,CUST-1266,Europe,Apparel,Online,71.25,2
ORD-11294,30/03/2024,CUST-1047,Africa,Apparel,Online,62.92,1
ORD-11495,2023-06-07,CUST-1341,North America,Apparel,Online,21.15,1
ORD-11506,2023-04-05,CUST-1182,North America,Sports & Outdoors,Retail Partner,79.28,1
ORD-10042,2023-03-02,CUST-1323,Asia Pacific,Home & Kitchen,Online,145.85,3
ORD-10056,2023-10-31,CUST-1097,Asia Pacific,Beauty & Personal Care,Online,12.34,1
ORD-11748,2023-12-22,CUST-1330,Africa,Home & Kitchen,Online,17.12,1
ORD-11047,2023-08-20,CUST-1141,Asia Pacific,Beauty & Personal Care,Online,47.66,2
ORD-11109,2023-12-19,CUST-1069,North America,Home & Kitchen,Online,90.33,2
ORD-11314,2024-04-21,CUST-1363,North America,Sports & Outdoors,Online,130.34,1
ORD-11413,11-25-2024,CUST-1234,Africa,Office Supplies,Online,27.05,2
ORD-10038,2024-07-06,CUST-1108,Asia Pacific,Apparel,Retail Partner,80.37,1
ORD-10306,2024-03-22,CUST-1124,North America,Home & Kitchen,Marketplace,67.78,1
ORD-11151,04-24-2023,CUST-1164,N. America,Sports & Outdoors,Marketplace,155.26,1
ORD-10006,2023-06-13,CUST-1388,North America,Electronics,Retail Partner,572.97,1
ORD-11573,2024-08-27,CUST-1355,North America,Beauty & Personal Care,Online,12.84,1
ORD-10782,2024-02-09,CUST-1040,Europe,Apparel,Online,133.19,1
ORD-10408,2024-07-31,CUST-1431,North America,home & kitchen,Online,,1
ORD-11157,2024-05-18,CUST-1335,Africa,Electronics,Retail Partner,934.89,1
ORD-10781,2024-12-04,CUST-1274,North America,Electronics,Online,1172.87,1
ORD-10166,2024-05-17,CUST-1444,Asia Pacific,ELECTRONICS,Marketplace,579.53,1
ORD-10534,2023-03-03,CUST-1191,Africa,Sports & Outdoors,Marketplace,,1
ORD-10583,2024-11-05,CUST-1129,North America,Beauty & Personal Care,Online,65.2,6
ORD-11192,2023-09-10,CUST-1268,Middle East,Sports & Outdoors,Online,250.37,1
ORD-11799,2024-01-05,CUST-1421,North America,Home & Kitchen,Online,96.95,2
ORD-11350,2024-05-28,CUST-1364,Asia Pacific,Office Supplies,Online,7.6,2
ORD-11170,2024-07-17,CUST-1192,Europe,Sports & Outdoors,Marketplace,241.95,1
ORD-11196,2024-03-28,CUST-1411,Middle East,Beauty & Personal Care,Online,42.61,1
ORD-11788,2023-04-06,CUST-1109,North America,Apparel,Online,129.33,2
ORD-11058,2023-12-17,CUST-1420,Europe,Beauty & Personal Care,Online,43.87,2
ORD-11732,2024-09-23,CUST-1498,Africa,Apparel,Online,114.37,1
ORD-10813,2023-08-08,CUST-1494,Europe,Sports & Outdoors,Online,151.33,2
ORD-10316,2023-10-21,CUST-1425,Africa,electronics,Online,957.85,1
ORD-11444,16/08/2024,CUST-1303,,Apparel,Retail Partner,34.85,1
ORD-11630,08/09/2024,CUST-1160,Europe,Home & Kitchen,Retail Partner,235.4,1
ORD-10516,22/01/2024,CUST-1137,Middle East,Electronics,Online,565.61,1
ORD-11010,29/03/2023,CUST-1484,Europe,Home & Kitchen,Online,149.6,1
ORD-11582,2023-03-11,CUST-1425,Europe,ELECTRONICS,Retail Partner,599.99,1
ORD-11127,2023-09-12,CUST-1393,North America,Home & Kitchen,Retail Partner,227.85,3
ORD-10533,11/03/2023,CUST-1118,North America,HOME & KITCHEN,Retail Partner,133.24,1
ORD-10173,2024-08-25,CUST-1152,North America,Home & Kitchen,Online,200.82,1
ORD-10951,07-04-2024,CUST-1085,Asia Pacific,Electronics,Retail Partner,1095.82,1
ORD-10271,2024-05-17,CUST-1055,North America,Apparel,Online,73.05,2
ORD-10548,2024-12-09,CUST-1461,APAC,ELECTRONICS,Online,1062.63,1
ORD-10668,2023-03-03,CUST-1020,Africa,Electronics,Online,518.94,1
ORD-11551,2023-02-13,CUST-1220,North America,BEAUTY & PERSONAL CARE,Online,31.35,1
ORD-10453,2023-07-26,CUST-1109,Asia Pacific,Electronics,Marketplace,957.18,2
ORD-10606,04-13-2024,CUST-1432,Asia Pacific,Electronics,Online,312.45,1
ORD-11836,2023-05-04,CUST-1482,Africa,office supplies,Online,,2
ORD-11544,2023-04-27,CUST-1410,Asia Pacific,Electronics,Online,393.75,1
ORD-10804,2024-12-27,CUST-1159,Europe,Electronics,Retail Partner,267.67,1
ORD-10598,2023-09-07,CUST-1379,North America,Electronics,Marketplace,276.55,1
ORD-11479,2024-11-20,CUST-1188,APAC,Electronics,Online,452.97,1
ORD-11625,2024-04-20,CUST-1158,Europe,Electronics,Online,940.68,1
ORD-11095,24/01/2023,CUST-1437,Europe,Electronics,Online,1067.01,1
ORD-10751,2024-01-23,CUST-1089,Africa,Electronics,Retail Partner,1134.45,1
ORD-10570,2023-06-21,CUST-1032,Asia Pacific,Apparel,Retail Partner,15.45,2
ORD-11690,24/02/2023,CUST-1225,North America,Home & Kitchen,Marketplace,108.43,1
ORD-10061,2023-03-25,CUST-1317,Middle East,Sports & Outdoors,Online,39.42,1
ORD-11308,2024-04-27,CUST-1014,North America,Electronics,Online,861.75,2
ORD-10536,2023-01-13,CUST-1210,North America,electronics,Retail Partner,900.29,1
ORD-11116,28/06/2024,CUST-1380,Africa,Home & Kitchen,Marketplace,84.25,1
ORD-11293,25/04/2023,CUST-1089,Asia Pacific,ELECTRONICS,Retail Partner,178.24,1
ORD-11374,30/11/2024,CUST-1271,Europe,Beauty & Personal Care,Online,49.32,2
ORD-10809,28/11/2024,CUST-1063,Africa,Electronics,Online,1130.63,4
ORD-10244,07/05/2023,CUST-1274,Middle East,Electronics,Marketplace,535.74,2
ORD-10025,2023-03-07,CUST-1305,Asia Pacific,Electronics,Online,628.19,4
ORD-11453,2024-07-20,CUST-1295,Asia Pacific,Apparel,Online,115.51,1
ORD-10946,2024-09-28,CUST-1314,Europe,ELECTRONICS,Retail Partner,277.0,1
ORD-10222,2023-04-13,CUST-1446,North America,Office Supplies,Marketplace,66.08,1
ORD-11366,2023-05-29,CUST-1043,Africa,Home & Kitchen,Retail Partner,30.48,1
ORD-10105,2024-09-17,CUST-1243,Africa,Sports & Outdoors,Online,168.99,1
ORD-10673,2024-10-11,CUST-1300,Africa,Apparel,Marketplace,50.52,1
ORD-10642,2024-04-15,CUST-1320,Africa,office supplies,Retail Partner,10.45,1
ORD-11203,2024-01-21,CUST-1009,APAC,Sports & Outdoors,Marketplace,88.52,1
ORD-10665,2023-05-16,CUST-1162,North America,Electronics,Retail Partner,137.45,1
ORD-10509,10-20-2024,CUST-1482,Africa,Office Supplies,Retail Partner,10.47,1
ORD-10131,2023-09-16,CUST-1215,Europe,Home & Kitchen,Online,237.61,1
ORD-11104,2023-07-01,CUST-1276,Asia Pacific,Electronics,Marketplace,856.02,1
ORD-11283,2023-12-13,CUST-1426,Europe,Electronics,Marketplace,920.89,1
ORD-10444,2023-11-18,CUST-1192,Africa,Home & Kitchen,Online,168.14,2
ORD-11020,26/10/2024,CUST-1347,North America,Electronics,Online,1199.4,2
ORD-10508,2024-07-23,CUST-1218,Europe,Electronics,Online,621.0,1
ORD-10866,04-03-2023,CUST-1076,Africa,Electronics,Online,396.7,1
ORD-11044,2023-12-28,CUST-1204,APAC,Apparel,Marketplace,23.63,1
ORD-11028,12/03/2024,CUST-1079,North America,Electronics,Online,780.94,1
ORD-10602,30/07/2023,CUST-1109,Europe,Sports & Outdoors,Online,44.36,1
ORD-10075,2023-12-08,CUST-1001,Asia Pacific,Apparel,Online,136.89,1
ORD-10036,2023-05-09,CUST-1272,Europe,Beauty & Personal Care,Retail Partner,68.69,1
ORD-11677,08/04/2023,CUST-1037,,Electronics,Online,812.29,1
ORD-10057,2023-11-18,CUST-1031,North America,Home & Kitchen,Online,159.72,3
ORD-10196,2024-01-06,CUST-1265,Asia Pacific,Electronics,Retail Partner,686.22,3
ORD-11567,2024-05-20,CUST-1167,Europe,Home & Kitchen,Online,110.69,1
ORD-10992,2024-05-14,CUST-1389,Asia Pacific,Apparel,Online,97.16,1
ORD-11741,02-22-2023,CUST-1200,Europe,Beauty & Personal Care,Online,79.53,2
ORD-11327,2024-02-20,CUST-1489,North America,home & kitchen,Retail Partner,22.28,1
ORD-10321,2023-12-18,CUST-1428,Europe,Apparel,Retail Partner,19.08,1
ORD-11528,2024-09-05,CUST-1034,North America,Home & Kitchen,Online,216.02,1
ORD-11616,2024-08-13,CUST-1095,North America,Beauty & Personal Care,Online,65.68,2
ORD-10477,21/09/2024,CUST-1188,Middle East,Apparel,Online,91.21,1
ORD-10086,2023-07-24,CUST-1113,Europe,Sports & Outdoors,Marketplace,62.12,1
